booking_id,stay_date,booking_date
394,06012024,22122023
395,06012024,23122023
396,06012024,23122023
397,06012024,24122023
398,06012024,24122023
399,06012024,24122023
400,06012024,25122023
401,06012024,25122023
402,06012024,25122023
403,06012024,25122023
404,06012024,25122023
405,06012024,26122023
406,06012024,26122023
407,06012024,27122023
408,06012024,27122023
409,06012024,27122023
410,06012024,27122023
411,06012024,27122023
412,06012024,30122023
413,06012024,31122023
414,06012024,31122023
415,06012024,31122023
416,06012024,31122023
417,06012024,31122023
418,06012024,31122023
419,06012024,31122023
420,06012024,31122023
421,06012024,03012024
422,06012024,03012024
423,06012024,03012024
424,06012024,03012024
425,06012024,03012024
426,06012024,03012024
427,06012024,04012024
428,06012024,04012024
429,06012024,04012024
430,06012024,05012024
431,06012024,05012024
432,06012024,06012024
433,06012024,06012024
434,06012024,06012024
435,06012024,06012024
436,06012024,06012024
437,06012024,06012024
438,06012024,06012024
439,06012024,06012024
440,07012024,08122023
441,07012024,08122023
442,07012024,08122023
443,07012024,08122023
444,07012024,08122023
445,07012024,08122023
446,07012024,08122023
447,07012024,08122023
448,07012024,08122023
449,07012024,08122023
450,07012024,08122023
451,07012024,08122023
452,07012024,08122023
453,07012024,08122023
454,07012024,08122023
455,07012024,08122023
456,07012024,08122023
457,07012024,08122023
458,07012024,08122023
459,07012024,08122023
460,07012024,09122023
461,07012024,09122023
462,07012024,12122023
463,07012024,12122023
464,07012024,12122023
465,07012024,14122023
466,07012024,14122023
467,07012024,15122023
468,07012024,20122023
469,07012024,20122023
470,07012024,22122023
471,07012024,22122023
472,07012024,22122023
473,07012024,23122023
474,07012024,23122023
475,07012024,23122023
476,07012024,23122023
477,07012024,23122023
478,07012024,23122023
479,07012024,25122023
480,07012024,25122023
481,07012024,25122023
482,07012024,25122023
483,07012024,27122023
484,07012024,27122023
485,07012024,28122023
486,07012024,28122023
487,07012024,28122023
488,07012024,28122023
489,07012024,28122023
490,07012024,28122023
491,07012024,28122023
492,07012024,28122023
493,07012024,29122023
494,07012024,29122023
495,07012024,29122023
496,07012024,31122023
497,07012024,31122023
498,07012024,02012024
499,07012024,03012024
500,07012024,03012024
501,07012024,03012024
502,07012024,03012024
503,07012024,03012024
504,07012024,03012024
505,07012024,03012024
506,07012024,03012024
507,07012024,03012024
508,07012024,03012024
509,07012024,03012024
510,07012024,05012024
511,07012024,05012024
512,07012024,05012024
513,07012024,06012024
514,07012024,06012024
515,07012024,06012024
516,07012024,06012024
517,07012024,06012024
518,07012024,06012024
519,07012024,06012024
520,07012024,07012024
521,08012024,09122023
522,08012024,09122023
523,08012024,09122023
524,08012024,09122023
525,08012024,09122023
526,08012024,09122023
527,08012024,09122023
528,08012024,09122023
529,08012024,09122023
530,08012024,09122023
531,08012024,09122023
532,08012024,09122023
533,08012024,09122023
534,08012024,09122023
535,08012024,09122023
536,08012024,09122023
537,08012024,09122023
538,08012024,09122023
539,08012024,09122023
540,08012024,09122023
541,08012024,09122023
542,08012024,09122023
543,08012024,09122023
544,08012024,09122023
545,08012024,09122023
546,08012024,09122023
547,08012024,09122023
548,08012024,09122023
549,08012024,09122023
550,08012024,09122023
551,08012024,09122023
552,08012024,09122023
553,08012024,10122023
554,08012024,10122023
555,08012024,10122023
556,08012024,12122023
557,08012024,12122023
558,08012024,12122023
559,08012024,12122023
560,08012024,12122023
561,08012024,15122023
562,08012024,15122023
563,08012024,16122023
564,08012024,16122023
565,08012024,19122023
566,08012024,19122023
567,08012024,19122023
568,08012024,19122023
569,08012024,19122023
570,08012024,19122023
571,08012024,19122023
572,08012024,21122023
573,08012024,22122023
574,08012024,22122023
575,08012024,24122023
576,08012024,24122023
577,08012024,25122023
578,08012024,26122023
579,08012024,26122023
580,08012024,26122023
581,08012024,26122023
582,08012024,26122023
583,08012024,26122023
584,08012024,26122023
585,08012024,28122023
586,08012024,31122023
587,08012024,31122023
588,08012024,31122023
589,08012024,31122023
590,08012024,03012024
591,08012024,03012024
592,08012024,03012024
593,08012024,03012024
594,08012024,03012024
595,08012024,03012024
596,08012024,06012024
597,08012024,06012024
598,08012024,06012024
599,08012024,06012024
600,08012024,08012024
601,09012024,10122023
602,09012024,10122023
603,09012024,10122023
604,09012024,10122023
605,09012024,10122023
606,09012024,10122023
607,09012024,10122023
608,09012024,10122023
609,09012024,10122023
610,09012024,10122023
611,09012024,10122023
612,09012024,10122023
613,09012024,10122023
614,09012024,10122023
615,09012024,10122023
616,09012024,10122023
617,09012024,10122023
618,09012024,10122023
619,09012024,10122023
620,09012024,10122023
621,09012024,10122023
622,09012024,10122023
623,09012024,10122023
624,09012024,10122023
625,09012024,10122023
626,09012024,10122023
627,09012024,10122023
628,09012024,10122023
629,09012024,12122023
630,09012024,12122023
631,09012024,14122023
632,09012024,14122023
633,09012024,15122023
634,09012024,16122023
635,09012024,16122023
636,09012024,16122023
637,09012024,17122023
638,09012024,17122023
639,09012024,19122023
640,09012024,19122023
641,09012024,19122023
642,09012024,19122023
643,09012024,19122023
644,09012024,19122023
645,09012024,19122023
646,09012024,22122023
647,09012024,23122023
648,09012024,24122023
649,09012024,24122023
650,09012024,24122023
651,09012024,24122023
652,09012024,24122023
653,09012024,26122023
654,09012024,26122023
655,09012024,28122023
656,09012024,28122023
657,09012024,28122023
658,09012024,28122023
659,09012024,02012024
660,09012024,03012024
661,09012024,03012024
662,09012024,03012024
663,09012024,03012024
664,09012024,03012024
665,09012024,04012024
666,09012024,04012024
667,09012024,04012024
668,09012024,04012024
669,09012024,07012024
670,09012024,07012024
671,09012024,09012024
672,10012024,11122023
673,10012024,11122023
674,10012024,11122023
675,10012024,11122023
676,10012024,11122023
677,10012024,11122023
678,10012024,11122023
679,10012024,11122023
680,10012024,11122023
681,10012024,11122023
682,10012024,11122023
683,10012024,11122023
684,10012024,11122023
685,10012024,11122023
686,10012024,11122023
687,10012024,11122023
688,10012024,11122023
689,10012024,11122023
690,10012024,11122023
691,10012024,11122023
692,10012024,11122023
693,10012024,11122023
694,10012024,11122023
695,10012024,11122023
696,10012024,11122023
697,10012024,11122023
698,10012024,12122023
699,10012024,12122023
700,10012024,12122023
701,10012024,14122023
702,10012024,14122023
703,10012024,14122023
704,10012024,14122023
705,10012024,14122023
706,10012024,14122023
707,10012024,14122023
708,10012024,17122023
709,10012024,17122023
710,10012024,17122023
711,10012024,20122023
712,10012024,20122023
713,10012024,20122023
714,10012024,20122023
715,10012024,20122023
716,10012024,20122023
717,10012024,20122023
718,10012024,25122023
719,10012024,25122023
720,10012024,25122023
721,10012024,25122023
722,10012024,28122023
723,10012024,28122023
724,10012024,29122023
725,10012024,29122023
726,10012024,29122023
727,10012024,29122023
728,10012024,29122023
729,10012024,29122023
730,10012024,29122023
731,10012024,29122023
732,10012024,30122023
733,10012024,30122023
734,10012024,02012024
735,10012024,03012024
736,10012024,05012024
737,10012024,05012024
738,10012024,06012024
739,10012024,06012024
740,10012024,06012024
741,10012024,06012024
742,10012024,06012024
743,10012024,06012024
744,10012024,10012024
745,11012024,12122023
746,11012024,12122023
747,11012024,12122023
748,11012024,12122023
749,11012024,12122023
750,11012024,12122023
751,11012024,12122023
752,11012024,12122023
753,11012024,12122023
754,11012024,12122023
755,11012024,12122023
756,11012024,12122023
757,11012024,12122023
758,11012024,12122023
759,11012024,12122023
760,11012024,12122023
761,11012024,12122023
762,11012024,12122023
763,11012024,12122023
764,11012024,12122023
765,11012024,12122023
766,11012024,12122023
767,11012024,12122023
768,11012024,12122023
769,11012024,12122023
770,11012024,12122023
771,11012024,12122023
772,11012024,12122023
773,11012024,12122023
774,11012024,12122023
775,11012024,13122023
776,11012024,14122023
777,11012024,14122023
778,11012024,16122023
779,11012024,16122023
780,11012024,18122023
781,11012024,18122023
782,11012024,18122023
783,11012024,18122023
784,11012024,19122023
785,11012024,20122023
786,11012024,20122023
787,11012024,21122023
788,11012024,23122023
789,11012024,23122023
790,11012024,25122023
791,11012024,25122023
792,11012024,25122023
793,11012024,25122023
794,11012024,26122023
795,11012024,26122023
796,11012024,28122023
797,11012024,28122023
798,11012024,31122023
799,11012024,31122023
800,11012024,31122023
801,11012024,31122023
802,11012024,04012024
803,11012024,05012024
804,11012024,05012024
805,11012024,05012024
806,11012024,05012024
807,11012024,05012024
808,11012024,05012024
809,11012024,05012024
810,11012024,05012024
811,11012024,06012024
812,11012024,06012024
813,11012024,10012024
814,11012024,11012024
815,12012024,13122023
816,12012024,13122023
817,12012024,13122023
818,12012024,13122023
819,12012024,13122023
820,12012024,13122023
821,12012024,13122023
822,12012024,13122023
823,12012024,13122023
824,12012024,13122023
825,12012024,13122023
826,12012024,13122023
827,12012024,13122023
828,12012024,13122023
829,12012024,13122023
830,12012024,13122023
831,12012024,13122023
832,12012024,13122023
833,12012024,14122023
834,12012024,14122023
835,12012024,14122023
836,12012024,14122023
837,12012024,16122023
838,12012024,16122023
839,12012024,20122023
840,12012024,20122023
841,12012024,22122023
842,12012024,23122023
843,12012024,25122023
844,12012024,25122023
845,12012024,25122023
846,12012024,27122023
847,12012024,27122023
848,12012024,27122023
849,12012024,27122023
850,12012024,29122023
851,12012024,29122023
852,12012024,29122023
853,12012024,29122023
854,12012024,29122023
855,12012024,29122023
856,12012024,31122023
857,12012024,31122023
858,12012024,31122023
859,12012024,31122023
860,12012024,01012024
861,12012024,01012024
862,12012024,02012024
863,12012024,02012024
864,12012024,05012024
865,12012024,05012024
866,12012024,05012024
867,12012024,05012024
868,12012024,05012024
869,12012024,05012024
870,12012024,05012024
871,12012024,05012024
872,12012024,07012024
873,12012024,08012024
874,12012024,08012024
875,12012024,08012024
876,12012024,08012024
877,12012024,08012024
878,12012024,08012024
879,12012024,08012024
880,12012024,08012024
881,12012024,08012024
882,12012024,08012024
883,12012024,09012024
884,12012024,09012024
885,12012024,11012024
886,12012024,11012024
887,12012024,11012024
888,12012024,12012024
889,12012024,12012024
890,12012024,12012024
891,12012024,12012024
892,12012024,12012024
893,12012024,12012024
894,12012024,12012024
895,13012024,14122023
896,13012024,14122023
897,13012024,14122023
898,13012024,14122023
899,13012024,14122023
900,13012024,14122023
901,13012024,14122023
902,13012024,14122023
903,13012024,14122023
904,13012024,14122023
905,13012024,14122023
906,13012024,14122023
907,13012024,14122023
908,13012024,14122023
909,13012024,14122023
910,13012024,14122023
911,13012024,14122023
912,13012024,14122023
913,13012024,14122023
914,13012024,14122023
915,13012024,14122023
916,13012024,14122023
917,13012024,17122023
918,13012024,17122023
919,13012024,19122023
920,13012024,19122023
921,13012024,19122023
922,13012024,23122023
923,13012024,23122023
924,13012024,23122023
925,13012024,23122023
926,13012024,26122023
927,13012024,26122023
928,13012024,26122023
929,13012024,26122023
930,13012024,27122023
931,13012024,29122023
932,13012024,29122023
933,13012024,30122023
934,13012024,30122023
935,13012024,30122023
936,13012024,30122023
937,13012024,31122023
938,13012024,01012024
939,13012024,01012024
940,13012024,01012024
941,13012024,01012024
942,13012024,01012024
943,13012024,01012024
944,13012024,02012024
945,13012024,02012024
946,13012024,02012024
947,13012024,02012024
948,13012024,03012024
949,13012024,04012024
950,13012024,06012024
951,13012024,06012024
952,13012024,06012024
953,13012024,06012024
954,13012024,06012024
955,13012024,06012024
956,13012024,07012024
957,13012024,07012024
958,13012024,09012024
959,13012024,09012024
960,13012024,09012024
961,13012024,09012024
962,13012024,09012024
963,13012024,09012024
964,13012024,09012024
965,13012024,09012024
966,13012024,09012024
967,13012024,09012024
968,13012024,09012024
969,13012024,09012024
970,13012024,12012024
971,13012024,12012024
972,13012024,12012024
973,13012024,12012024
974,13012024,12012024
975,13012024,12012024
976,13012024,12012024
977,13012024,12012024
978,13012024,12012024
979,13012024,12012024
980,13012024,13012024
981,14012024,15122023
982,14012024,15122023
983,14012024,15122023
984,14012024,15122023
985,14012024,15122023
986,14012024,15122023
987,14012024,15122023
988,14012024,15122023
989,14012024,15122023
990,14012024,15122023
991,14012024,15122023
992,14012024,15122023
993,14012024,15122023
994,14012024,15122023
995,14012024,15122023
996,14012024,15122023
997,14012024,15122023
998,14012024,15122023
999,14012024,16122023
1000,14012024,16122023
1001,14012024,17122023
1002,14012024,17122023
1003,14012024,17122023
1004,14012024,20122023
1005,14012024,22122023
1006,14012024,22122023
1007,14012024,25122023
1008,14012024,25122023
1009,14012024,27122023
1010,14012024,27122023
1011,14012024,27122023
1012,14012024,27122023
1013,14012024,28122023
1014,14012024,28122023
1015,14012024,30122023
1016,14012024,01012024
1017,14012024,01012024
1018,14012024,01012024
1019,14012024,01012024
1020,14012024,01012024
1021,14012024,01012024
1022,14012024,01012024
1023,14012024,01012024
1024,14012024,01012024
1025,14012024,04012024
1026,14012024,05012024
1027,14012024,05012024
1028,14012024,05012024
1029,14012024,05012024
1030,14012024,05012024
1031,14012024,05012024
1032,14012024,05012024
1033,14012024,05012024
1034,14012024,07012024
1035,14012024,07012024
1036,14012024,07012024
1037,14012024,07012024
1038,14012024,07012024
1039,14012024,08012024
1040,14012024,09012024
1041,14012024,09012024
1042,14012024,09012024
1043,14012024,09012024
1044,14012024,09012024
1045,14012024,09012024
1046,14012024,09012024
1047,14012024,11012024
1048,14012024,11012024
1049,14012024,11012024
1050,14012024,11012024
1051,14012024,11012024
1052,14012024,11012024
1053,14012024,11012024
1054,14012024,11012024
1055,14012024,12012024
1056,14012024,12012024
1057,14012024,12012024
1058,14012024,14012024
1059,14012024,14012024
1060,14012024,14012024
1061,15012024,16122023
1062,15012024,16122023
1063,15012024,16122023
1064,15012024,16122023
1065,15012024,16122023
1066,15012024,16122023
1067,15012024,16122023
1068,15012024,16122023
1069,15012024,16122023
1070,15012024,16122023
1071,15012024,16122023
1072,15012024,16122023
1073,15012024,16122023
1074,15012024,16122023
1075,15012024,16122023
1076,15012024,16122023
1077,15012024,16122023
1078,15012024,16122023
1079,15012024,16122023
1080,15012024,16122023
1081,15012024,16122023
1082,15012024,16122023
1083,15012024,16122023
1084,15012024,16122023
1085,15012024,16122023
1086,15012024,16122023
1087,15012024,16122023
1088,15012024,16122023
1089,15012024,16122023
1090,15012024,16122023
1091,15012024,16122023
1092,15012024,16122023
1093,15012024,16122023
1094,15012024,18122023
1095,15012024,18122023
1096,15012024,18122023
1097,15012024,18122023
1098,15012024,22122023
1099,15012024,23122023
1100,15012024,23122023
1101,15012024,23122023
1102,15012024,23122023
1103,15012024,23122023
1104,15012024,24122023
1105,15012024,24122023
1106,15012024,24122023
1107,15012024,26122023
1108,15012024,29122023
1109,15012024,29122023
1110,15012024,30122023
1111,15012024,31122023
1112,15012024,31122023
1113,15012024,01012024
1114,15012024,01012024
1115,15012024,01012024
1116,15012024,01012024
1117,15012024,04012024
1118,15012024,04012024
1119,15012024,04012024
1120,15012024,04012024
1121,15012024,04012024
1122,15012024,04012024
1123,15012024,04012024
1124,15012024,05012024
1125,15012024,08012024
1126,15012024,08012024
1127,15012024,08012024
1128,15012024,11012024
1129,15012024,11012024
1130,15012024,11012024
1131,15012024,12012024
1132,15012024,12012024
1133,15012024,12012024
1134,15012024,12012024
1135,15012024,12012024
1136,15012024,12012024
1137,15012024,12012024
1138,15012024,15012024
1139,16012024,17122023
1140,16012024,17122023
1141,16012024,17122023
1142,16012024,17122023
1143,16012024,17122023
1144,16012024,17122023
1145,16012024,17122023
1146,16012024,17122023
1147,16012024,17122023
1148,16012024,17122023
1149,16012024,17122023
1150,16012024,17122023
1151,16012024,17122023
1152,16012024,17122023
1153,16012024,17122023
1154,16012024,17122023
1155,16012024,17122023
1156,16012024,17122023
1157,16012024,17122023
1158,16012024,17122023
1159,16012024,17122023
1160,16012024,17122023
1161,16012024,17122023
1162,16012024,17122023
1163,16012024,17122023
1164,16012024,17122023
1165,16012024,17122023
1166,16012024,17122023
1167,16012024,17122023
1168,16012024,17122023
1169,16012024,18122023
1170,16012024,18122023
1171,16012024,18122023
1172,16012024,18122023
1173,16012024,18122023
1174,16012024,21122023
1175,16012024,21122023
1176,16012024,21122023
1177,16012024,21122023
1178,16012024,22122023
1179,16012024,22122023
1180,16012024,24122023
1181,16012024,24122023
1182,16012024,25122023
1183,16012024,25122023
1184,16012024,26122023
1185,16012024,26122023
1186,16012024,26122023
1187,16012024,29122023
1188,16012024,31122023
1189,16012024,31122023
1190,16012024,31122023
1191,16012024,31122023
1192,16012024,31122023
1193,16012024,01012024
1194,16012024,01012024
1195,16012024,01012024
1196,16012024,03012024
1197,16012024,03012024
1198,16012024,03012024
1199,16012024,04012024
1200,16012024,04012024
1201,16012024,04012024
1202,16012024,05012024
1203,16012024,05012024
1204,16012024,07012024
1205,16012024,07012024
1206,16012024,07012024
1207,16012024,12012024
1208,16012024,12012024
1209,16012024,12012024
1210,16012024,12012024
1211,16012024,12012024
1212,16012024,12012024
1213,16012024,12012024
1214,16012024,12012024
1215,16012024,16012024
1216,17012024,18122023
1217,17012024,18122023
1218,17012024,18122023
1219,17012024,18122023
1220,17012024,18122023
1221,17012024,18122023
1222,17012024,18122023
1223,17012024,18122023
1224,17012024,18122023
1225,17012024,18122023
1226,17012024,18122023
1227,17012024,18122023
1228,17012024,18122023
1229,17012024,18122023
1230,17012024,18122023
1231,17012024,18122023
1232,17012024,18122023
1233,17012024,18122023
1234,17012024,18122023
1235,17012024,18122023
1236,17012024,18122023
1237,17012024,18122023
1238,17012024,18122023
1239,17012024,18122023
1240,17012024,18122023
1241,17012024,18122023
1242,17012024,18122023
1243,17012024,18122023
1244,17012024,18122023
1245,17012024,18122023
1246,17012024,18122023
1247,17012024,20122023
1248,17012024,20122023
1249,17012024,20122023
1250,17012024,21122023
1251,17012024,21122023
1252,17012024,25122023
1253,17012024,25122023
1254,17012024,25122023
1255,17012024,25122023
1256,17012024,26122023
1257,17012024,26122023
1258,17012024,26122023
1259,17012024,26122023
1260,17012024,26122023
1261,17012024,26122023
1262,17012024,29122023
1263,17012024,29122023
1264,17012024,29122023
1265,17012024,31122023
1266,17012024,31122023
1267,17012024,31122023
1268,17012024,01012024
1269,17012024,01012024
1270,17012024,01012024
1271,17012024,06012024
1272,17012024,06012024
1273,17012024,06012024
1274,17012024,06012024
1275,17012024,06012024
1276,17012024,09012024
1277,17012024,09012024
1278,17012024,09012024
1279,17012024,09012024
1280,17012024,09012024
1281,17012024,10012024
1282,17012024,10012024
1283,17012024,12012024
1284,17012024,13012024
1285,17012024,13012024
1286,17012024,13012024
1287,17012024,13012024
1288,17012024,15012024
1289,17012024,15012024
1290,17012024,17012024
1291,18012024,19122023
1292,18012024,19122023
1293,18012024,19122023
1294,18012024,19122023
1295,18012024,19122023
1296,18012024,19122023
1297,18012024,19122023
1298,18012024,19122023
1299,18012024,19122023
1300,18012024,19122023
1301,18012024,19122023
1302,18012024,19122023
1303,18012024,19122023
1304,18012024,19122023
1305,18012024,19122023
1306,18012024,19122023
1307,18012024,19122023
1308,18012024,19122023
1309,18012024,19122023
1310,18012024,19122023
1311,18012024,19122023
1312,18012024,19122023
1313,18012024,19122023
1314,18012024,19122023
1315,18012024,19122023
1316,18012024,19122023
1317,18012024,19122023
1318,18012024,19122023
1319,18012024,21122023
1320,18012024,21122023
1321,18012024,23122023
1322,18012024,23122023
1323,18012024,23122023
1324,18012024,25122023
1325,18012024,26122023
1326,18012024,26122023
1327,18012024,26122023
1328,18012024,28122023
1329,18012024,28122023
1330,18012024,30122023
1331,18012024,30122023
1332,18012024,31122023
1333,18012024,31122023
1334,18012024,31122023
1335,18012024,01012024
1336,18012024,04012024
1337,18012024,04012024
1338,18012024,05012024
1339,18012024,05012024
1340,18012024,07012024
1341,18012024,07012024
1342,18012024,07012024
1343,18012024,10012024
1344,18012024,10012024
1345,18012024,11012024
1346,18012024,13012024
1347,18012024,13012024
1348,18012024,13012024
1349,18012024,13012024
1350,18012024,13012024
1351,18012024,13012024
1352,18012024,13012024
1353,18012024,13012024
1354,18012024,18012024
1355,18012024,18012024
1356,19012024,20122023
1357,19012024,20122023
1358,19012024,20122023
1359,19012024,20122023
1360,19012024,20122023
