stay_date,days_out,rooms_booked_cumulative,day_type,final_occupancy
01072025,30,26,weekday,65
01072025,29,29,weekday,65
01072025,28,31,weekday,65
01072025,27,32,weekday,65
01072025,26,36,weekday,65
01072025,25,36,weekday,65
01072025,24,36,weekday,65
01072025,23,36,weekday,65
01072025,22,37,weekday,65
01072025,21,42,weekday,65
01072025,20,42,weekday,65
01072025,19,45,weekday,65
01072025,18,45,weekday,65
01072025,17,45,weekday,65
01072025,16,48,weekday,65
01072025,15,48,weekday,65
01072025,14,54,weekday,65
01072025,13,54,weekday,65
01072025,12,54,weekday,65
01072025,11,55,weekday,65
01072025,10,55,weekday,65
01072025,9,55,weekday,65
01072025,8,59,weekday,65
01072025,7,63,weekday,65
01072025,6,63,weekday,65
01072025,5,63,weekday,65
01072025,4,64,weekday,65
01072025,3,64,weekday,65
01072025,2,65,weekday,65
01072025,1,65,weekday,65
01072025,0,65,weekday,65
01082024,30,28,weekday,78
01082024,29,31,weekday,78
01082024,28,32,weekday,78
01082024,27,34,weekday,78
01082024,26,35,weekday,78
01082024,25,36,weekday,78
01082024,24,43,weekday,78
01082024,23,44,weekday,78
01082024,22,44,weekday,78
01082024,21,48,weekday,78
01082024,20,53,weekday,78
01082024,19,53,weekday,78
01082024,18,53,weekday,78
01082024,17,53,weekday,78
01082024,16,57,weekday,78
01082024,15,58,weekday,78
01082024,14,60,weekday,78
01082024,13,60,weekday,78
01082024,12,62,weekday,78
01082024,11,64,weekday,78
01082024,10,66,weekday,78
01082024,9,70,weekday,78
01082024,8,70,weekday,78
01082024,7,70,weekday,78
01082024,6,74,weekday,78
01082024,5,74,weekday,78
01082024,4,74,weekday,78
01082024,3,74,weekday,78
01082024,2,75,weekday,78
01082024,1,75,weekday,78
01082024,0,78,weekday,78
01082025,30,21,weekend,80
01082025,29,22,weekend,80
01082025,28,22,weekend,80
01082025,27,23,weekend,80
01082025,26,25,weekend,80
01082025,25,25,weekend,80
01082025,24,25,weekend,80
01082025,23,26,weekend,80
01082025,22,26,weekend,80
01082025,21,27,weekend,80
01082025,20,30,weekend,80
01082025,19,34,weekend,80
01082025,18,34,weekend,80
01082025,17,34,weekend,80
01082025,16,35,weekend,80
01082025,15,38,weekend,80
01082025,14,38,weekend,80
01082025,13,42,weekend,80
01082025,12,45,weekend,80
01082025,11,49,weekend,80
01082025,10,54,weekend,80
01082025,9,54,weekend,80
01082025,8,59,weekend,80
01082025,7,59,weekend,80
01082025,6,59,weekend,80
01082025,5,65,weekend,80
01082025,4,65,weekend,80
01082025,3,66,weekend,80
01082025,2,73,weekend,80
01082025,1,80,weekend,80
01082025,0,80,weekend,80
01092024,30,21,weekend,81
01092024,29,22,weekend,81
01092024,28,23,weekend,81
01092024,27,24,weekend,81
01092024,26,24,weekend,81
01092024,25,24,weekend,81
01092024,24,24,weekend,81
01092024,23,26,weekend,81
01092024,22,29,weekend,81
01092024,21,29,weekend,81
01092024,20,34,weekend,81
01092024,19,34,weekend,81
01092024,18,34,weekend,81
01092024,17,34,weekend,81
01092024,16,36,weekend,81
01092024,15,39,weekend,81
01092024,14,40,weekend,81
01092024,13,49,weekend,81
01092024,12,49,weekend,81
01092024,11,49,weekend,81
01092024,10,51,weekend,81
01092024,9,51,weekend,81
01092024,8,56,weekend,81
01092024,7,60,weekend,81
01092024,6,60,weekend,81
01092024,5,72,weekend,81
01092024,4,72,weekend,81
01092024,3,72,weekend,81
01092024,2,81,weekend,81
01092024,1,81,weekend,81
01092024,0,81,weekend,81
01092025,30,28,weekday,73
01092025,29,29,weekday,73
01092025,28,29,weekday,73
01092025,27,34,weekday,73
01092025,26,37,weekday,73
01092025,25,40,weekday,73
01092025,24,40,weekday,73
01092025,23,40,weekday,73
01092025,22,40,weekday,73
01092025,21,45,weekday,73
01092025,20,46,weekday,73
01092025,19,46,weekday,73
01092025,18,46,weekday,73
01092025,17,52,weekday,73
01092025,16,55,weekday,73
01092025,15,55,weekday,73
01092025,14,55,weekday,73
01092025,13,55,weekday,73
01092025,12,57,weekday,73
01092025,11,59,weekday,73
01092025,10,62,weekday,73
01092025,9,62,weekday,73
01092025,8,62,weekday,73
01092025,7,66,weekday,73
01092025,6,68,weekday,73
01092025,5,68,weekday,73
01092025,4,68,weekday,73
01092025,3,72,weekday,73
01092025,2,73,weekday,73
01092025,1,73,weekday,73
01092025,0,73,weekday,73
01102024,30,26,weekday,70
01102024,29,29,weekday,70
01102024,28,32,weekday,70
01102024,27,33,weekday,70
01102024,26,34,weekday,70
01102024,25,34,weekday,70
01102024,24,34,weekday,70
01102024,23,37,weekday,70
01102024,22,40,weekday,70
01102024,21,41,weekday,70
01102024,20,41,weekday,70
01102024,19,41,weekday,70
01102024,18,48,weekday,70
01102024,17,50,weekday,70
01102024,16,52,weekday,70
01102024,15,52,weekday,70
01102024,14,52,weekday,70
01102024,13,54,weekday,70
01102024,12,61,weekday,70
01102024,11,61,weekday,70
01102024,10,61,weekday,70
01102024,9,61,weekday,70
01102024,8,68,weekday,70
01102024,7,68,weekday,70
01102024,6,68,weekday,70
01102024,5,68,weekday,70
01102024,4,68,weekday,70
01102024,3,68,weekday,70
01102024,2,68,weekday,70
01102024,1,70,weekday,70
01102024,0,70,weekday,70
01102025,30,28,weekday,70
01102025,29,33,weekday,70
01102025,28,33,weekday,70
01102025,27,34,weekday,70
01102025,26,38,weekday,70
01102025,25,38,weekday,70
01102025,24,38,weekday,70
01102025,23,38,weekday,70
01102025,22,39,weekday,70
01102025,21,42,weekday,70
01102025,20,44,weekday,70
01102025,19,44,weekday,70
01102025,18,49,weekday,70
01102025,17,49,weekday,70
01102025,16,56,weekday,70
01102025,15,56,weekday,70
01102025,14,56,weekday,70
01102025,13,56,weekday,70
01102025,12,56,weekday,70
01102025,11,59,weekday,70
01102025,10,59,weekday,70
01102025,9,62,weekday,70
01102025,8,67,weekday,70
01102025,7,67,weekday,70
01102025,6,67,weekday,70
01102025,5,67,weekday,70
01102025,4,70,weekday,70
01102025,3,70,weekday,70
01102025,2,70,weekday,70
01102025,1,70,weekday,70
01102025,0,70,weekday,70
01112024,30,22,weekend,84
01112024,29,23,weekend,84
01112024,28,23,weekend,84
01112024,27,23,weekend,84
01112024,26,26,weekend,84
01112024,25,28,weekend,84
01112024,24,28,weekend,84
01112024,23,28,weekend,84
01112024,22,29,weekend,84
01112024,21,29,weekend,84
01112024,20,29,weekend,84
01112024,19,29,weekend,84
01112024,18,31,weekend,84
01112024,17,37,weekend,84
01112024,16,42,weekend,84
01112024,15,42,weekend,84
01112024,14,42,weekend,84
01112024,13,45,weekend,84
01112024,12,48,weekend,84
01112024,11,48,weekend,84
01112024,10,52,weekend,84
01112024,9,57,weekend,84
01112024,8,57,weekend,84
01112024,7,58,weekend,84
01112024,6,58,weekend,84
01112024,5,63,weekend,84
01112024,4,73,weekend,84
01112024,3,81,weekend,84
01112024,2,81,weekend,84
01112024,1,84,weekend,84
01112024,0,84,weekend,84
01112025,30,19,weekend,81
01112025,29,20,weekend,81
01112025,28,24,weekend,81
01112025,27,24,weekend,81
01112025,26,27,weekend,81
01112025,25,27,weekend,81
01112025,24,27,weekend,81
01112025,23,27,weekend,81
01112025,22,29,weekend,81
01112025,21,30,weekend,81
01112025,20,30,weekend,81
01112025,19,33,weekend,81
01112025,18,33,weekend,81
01112025,17,33,weekend,81
01112025,16,35,weekend,81
01112025,15,36,weekend,81
01112025,14,36,weekend,81
01112025,13,39,weekend,81
01112025,12,41,weekend,81
01112025,11,47,weekend,81
01112025,10,51,weekend,81
01112025,9,51,weekend,81
01112025,8,54,weekend,81
01112025,7,54,weekend,81
01112025,6,55,weekend,81
01112025,5,64,weekend,81
01112025,4,71,weekend,81
01112025,3,71,weekend,81
01112025,2,80,weekend,81
01112025,1,80,weekend,81
01112025,0,81,weekend,81
01122024,30,20,weekend,89
01122024,29,22,weekend,89
01122024,28,24,weekend,89
01122024,27,26,weekend,89
01122024,26,26,weekend,89
01122024,25,28,weekend,89
01122024,24,30,weekend,89
01122024,23,30,weekend,89
01122024,22,31,weekend,89
01122024,21,33,weekend,89
01122024,20,33,weekend,89
01122024,19,33,weekend,89
01122024,18,34,weekend,89
01122024,17,38,weekend,89
01122024,16,38,weekend,89
01122024,15,41,weekend,89
01122024,14,42,weekend,89
01122024,13,42,weekend,89
01122024,12,50,weekend,89
01122024,11,51,weekend,89
01122024,10,51,weekend,89
01122024,9,51,weekend,89
01122024,8,62,weekend,89
01122024,7,67,weekend,89
01122024,6,67,weekend,89
01122024,5,75,weekend,89
01122024,4,75,weekend,89
01122024,3,77,weekend,89
01122024,2,88,weekend,89
01122024,1,88,weekend,89
01122024,0,89,weekend,89
01122025,30,33,weekday,80
01122025,29,34,weekday,80
01122025,28,34,weekday,80
01122025,27,39,weekday,80
01122025,26,39,weekday,80
01122025,25,41,weekday,80
01122025,24,43,weekday,80
01122025,23,43,weekday,80
01122025,22,43,weekday,80
01122025,21,45,weekday,80
01122025,20,51,weekday,80
01122025,19,51,weekday,80
01122025,18,52,weekday,80
01122025,17,58,weekday,80
01122025,16,58,weekday,80
01122025,15,59,weekday,80
01122025,14,64,weekday,80
01122025,13,64,weekday,80
01122025,12,64,weekday,80
01122025,11,69,weekday,80
01122025,10,69,weekday,80
01122025,9,70,weekday,80
01122025,8,70,weekday,80
01122025,7,79,weekday,80
01122025,6,79,weekday,80
01122025,5,79,weekday,80
01122025,4,79,weekday,80
01122025,3,79,weekday,80
01122025,2,80,weekday,80
01122025,1,80,weekday,80
01122025,0,80,weekday,80
02012024,30,29,weekday,68
02012024,29,30,weekday,68
02012024,28,30,weekday,68
02012024,27,33,weekday,68
02012024,26,36,weekday,68
02012024,25,36,weekday,68
02012024,24,38,weekday,68
02012024,23,38,weekday,68
02012024,22,39,weekday,68
02012024,21,39,weekday,68
02012024,20,39,weekday,68
02012024,19,41,weekday,68
02012024,18,41,weekday,68
02012024,17,44,weekday,68
02012024,16,44,weekday,68
02012024,15,48,weekday,68
02012024,14,49,weekday,68
02012024,13,49,weekday,68
02012024,12,50,weekday,68
02012024,11,50,weekday,68
02012024,10,59,weekday,68
02012024,9,62,weekday,68
02012024,8,62,weekday,68
02012024,7,62,weekday,68
02012024,6,62,weekday,68
02012024,5,67,weekday,68
02012024,4,67,weekday,68
02012024,3,67,weekday,68
02012024,2,68,weekday,68
02012024,1,68,weekday,68
02012024,0,68,weekday,68
02012025,30,33,weekday,78
02012025,29,37,weekday,78
02012025,28,37,weekday,78
02012025,27,37,weekday,78
02012025,26,38,weekday,78
02012025,25,41,weekday,78
02012025,24,43,weekday,78
02012025,23,47,weekday,78
02012025,22,47,weekday,78
02012025,21,50,weekday,78
02012025,20,50,weekday,78
02012025,19,53,weekday,78
02012025,18,53,weekday,78
02012025,17,54,weekday,78
02012025,16,54,weekday,78
02012025,15,54,weekday,78
02012025,14,57,weekday,78
02012025,13,57,weekday,78
02012025,12,62,weekday,78
02012025,11,62,weekday,78
02012025,10,67,weekday,78
02012025,9,67,weekday,78
02012025,8,68,weekday,78
02012025,7,68,weekday,78
02012025,6,73,weekday,78
02012025,5,77,weekday,78
02012025,4,77,weekday,78
02012025,3,77,weekday,78
02012025,2,77,weekday,78
02012025,1,77,weekday,78
02012025,0,78,weekday,78
02022024,30,20,weekend,89
02022024,29,24,weekend,89
02022024,28,27,weekend,89
02022024,27,27,weekend,89
02022024,26,27,weekend,89
02022024,25,29,weekend,89
02022024,24,29,weekend,89
02022024,23,33,weekend,89
02022024,22,33,weekend,89
02022024,21,33,weekend,89
02022024,20,33,weekend,89
02022024,19,33,weekend,89
02022024,18,40,weekend,89
02022024,17,40,weekend,89
02022024,16,40,weekend,89
02022024,15,41,weekend,89
02022024,14,41,weekend,89
02022024,13,42,weekend,89
02022024,12,43,weekend,89
02022024,11,53,weekend,89
02022024,10,58,weekend,89
02022024,9,58,weekend,89
02022024,8,64,weekend,89
02022024,7,64,weekend,89
02022024,6,71,weekend,89
02022024,5,71,weekend,89
02022024,4,71,weekend,89
02022024,3,82,weekend,89
02022024,2,88,weekend,89
02022024,1,88,weekend,89
02022024,0,89,weekend,89
02022025,30,20,weekend,80
02022025,29,21,weekend,80
02022025,28,24,weekend,80
02022025,27,24,weekend,80
02022025,26,27,weekend,80
02022025,25,27,weekend,80
02022025,24,27,weekend,80
02022025,23,28,weekend,80
02022025,22,30,weekend,80
02022025,21,30,weekend,80
02022025,20,30,weekend,80
02022025,19,30,weekend,80
02022025,18,37,weekend,80
02022025,17,37,weekend,80
02022025,16,37,weekend,80
02022025,15,39,weekend,80
02022025,14,42,weekend,80
02022025,13,42,weekend,80
02022025,12,44,weekend,80
02022025,11,44,weekend,80
02022025,10,49,weekend,80
02022025,9,55,weekend,80
02022025,8,55,weekend,80
02022025,7,59,weekend,80
02022025,6,59,weekend,80
02022025,5,68,weekend,80
02022025,4,68,weekend,80
02022025,3,70,weekend,80
02022025,2,71,weekend,80
02022025,1,79,weekend,80
02022025,0,80,weekend,80
02032024,30,21,weekend,86
02032024,29,24,weekend,86
02032024,28,27,weekend,86
02032024,27,27,weekend,86
02032024,26,27,weekend,86
02032024,25,29,weekend,86
02032024,24,29,weekend,86
02032024,23,29,weekend,86
02032024,22,32,weekend,86
02032024,21,32,weekend,86
02032024,20,36,weekend,86
02032024,19,36,weekend,86
02032024,18,36,weekend,86
02032024,17,37,weekend,86
02032024,16,38,weekend,86
02032024,15,42,weekend,86
02032024,14,45,weekend,86
02032024,13,45,weekend,86
02032024,12,47,weekend,86
02032024,11,47,weekend,86
02032024,10,48,weekend,86
02032024,9,53,weekend,86
02032024,8,55,weekend,86
02032024,7,55,weekend,86
02032024,6,66,weekend,86
02032024,5,68,weekend,86
02032024,4,75,weekend,86
02032024,3,75,weekend,86
02032024,2,79,weekend,86
02032024,1,85,weekend,86
02032024,0,86,weekend,86
02032025,30,19,weekend,85
02032025,29,20,weekend,85
02032025,28,24,weekend,85
02032025,27,25,weekend,85
02032025,26,25,weekend,85
02032025,25,25,weekend,85
02032025,24,26,weekend,85
02032025,23,26,weekend,85
02032025,22,30,weekend,85
02032025,21,30,weekend,85
02032025,20,32,weekend,85
02032025,19,35,weekend,85
02032025,18,35,weekend,85
02032025,17,38,weekend,85
02032025,16,41,weekend,85
02032025,15,41,weekend,85
02032025,14,41,weekend,85
02032025,13,47,weekend,85
02032025,12,47,weekend,85
02032025,11,51,weekend,85
02032025,10,51,weekend,85
02032025,9,52,weekend,85
02032025,8,57,weekend,85
02032025,7,57,weekend,85
02032025,6,60,weekend,85
02032025,5,63,weekend,85
02032025,4,67,weekend,85
02032025,3,70,weekend,85
02032025,2,72,weekend,85
02032025,1,84,weekend,85
02032025,0,85,weekend,85
02042024,30,29,weekday,68
02042024,29,30,weekday,68
02042024,28,32,weekday,68
02042024,27,35,weekday,68
02042024,26,35,weekday,68
02042024,25,36,weekday,68
02042024,24,36,weekday,68
02042024,23,36,weekday,68
02042024,22,36,weekday,68
02042024,21,36,weekday,68
02042024,20,44,weekday,68
02042024,19,47,weekday,68
02042024,18,47,weekday,68
02042024,17,52,weekday,68
02042024,16,52,weekday,68
02042024,15,52,weekday,68
02042024,14,54,weekday,68
02042024,13,54,weekday,68
02042024,12,55,weekday,68
02042024,11,55,weekday,68
02042024,10,55,weekday,68
02042024,9,60,weekday,68
02042024,8,60,weekday,68
02042024,7,60,weekday,68
02042024,6,64,weekday,68
02042024,5,64,weekday,68
02042024,4,67,weekday,68
02042024,3,68,weekday,68
02042024,2,68,weekday,68
02042024,1,68,weekday,68
02042024,0,68,weekday,68
02042025,30,29,weekday,69
02042025,29,30,weekday,69
02042025,28,30,weekday,69
02042025,27,33,weekday,69
02042025,26,36,weekday,69
02042025,25,36,weekday,69
02042025,24,37,weekday,69
02042025,23,39,weekday,69
02042025,22,39,weekday,69
02042025,21,39,weekday,69
02042025,20,40,weekday,69
02042025,19,43,weekday,69
02042025,18,47,weekday,69
02042025,17,47,weekday,69
02042025,16,50,weekday,69
02042025,15,50,weekday,69
02042025,14,54,weekday,69
02042025,13,58,weekday,69
02042025,12,58,weekday,69
02042025,11,58,weekday,69
02042025,10,58,weekday,69
02042025,9,58,weekday,69
02042025,8,63,weekday,69
02042025,7,63,weekday,69
02042025,6,66,weekday,69
02042025,5,66,weekday,69
02042025,4,66,weekday,69
02042025,3,68,weekday,69
02042025,2,69,weekday,69
02042025,1,69,weekday,69
02042025,0,69,weekday,69
02052024,30,29,weekday,70
02052024,29,32,weekday,70
02052024,28,32,weekday,70
